Exp. No.;Combination;Train DS Length;Test DataSet;Test DS Length;Precision;Recall;F1Score;Accuracy
4;Synth100:GS02;1060;GS91;92;88.40579710144928;83.06382978723404;85.65160157964019;96.31178139465433
5;Synth100:GS02;1060;Test;2110;96.82352354515383;96.54749473753998;96.6853121317244;99.13801046936635
5;Synth100:GS02;1060;GS91;92;84.68817204301075;84.79758828596037;84.7428448461373;96.16286180187525
6;Synth100:GS02;1060;Test;2110;98.8004738868595;98.36669833884866;98.58310895120509;99.61228186919183
6;Synth100:GS02;1060;GS91;92;89.35574229691878;89.85915492957747;89.60674157303372;97.71250729430072
7;Synth100:GS02;1060;Test;2110;98.60750492003902;98.14007077606782;98.3732325815446;99.59739292930827
7;Synth100:GS02;1060;GS91;92;87.86764705882352;87.7466727856815;87.80711825487944;97.30723821632913
8;Synth100:GS02;1060;Test;2110;98.65361720008404;97.9692254194558;98.31023021695702;99.5057879873323
8;Synth100:GS02;1060;GS91;92;86.27103631532329;83.85708136030995;85.04693298406461;95.93697755712041
9;Synth100:GS02;1060;Test;2110;97.228024949257;96.81492955668658;97.02103753640544;99.31713038378837
9;Synth100:GS02;1060;GS91;92;82.82329713721619;80.98455598455598;81.8936066373841;94.84182441875238
10;Synth100:GS02;1060;Test;2110;98.02199221714488;96.87385302800607;97.4445407557225;99.34922808619217
10;Synth100:GS02;1060;GS91;92;89.54983922829582;84.36198409693299;86.87853382725677;96.8140993052025
1;Synth100:GS04;1082;Test;2110;97.05867149134143;96.2230307999795;96.63904472695457;99.00722777250655
1;Synth100:GS04;1082;GS91;92;87.42949234488316;81.09118086696562;84.14113997673518;96.71743157028196
2;Synth100:GS04;1082;Test;2110;95.5924045625371;95.89589258548847;95.7439080763389;98.86958315615752
2;Synth100:GS04;1082;GS91;92;79.76775346136668;80.01792114695341;79.89264146723329;94.16576719877293
3;Synth100:GS04;1082;Test;2110;96.89033574656236;95.58374742358636;96.23260677229952;98.99166225489094
3;Synth100:GS04;1082;GS91;92;85.5952964233219;77.43794326241135;81.31254363509424;94.68691841267936
4;Synth100:GS04;1082;Test;2110;97.88837243082287;96.72228202368139;97.30183367022813;99.2042771939372
4;Synth100:GS04;1082;GS91;92;89.25959780621572;83.1063829787234;86.07315998237108;96.41132845552734
5;Synth100:GS04;1082;Test;2110;96.96048632218846;96.75799313808363;96.85913389746142;99.16280171827488
5;Synth100:GS04;1082;GS91;92;85.46160483175152;85.31438415159346;85.38793103448276;96.3055442315532
6;Synth100:GS04;1082;Test;2110;97.123629282957;93.152255823859;95.09649797638559;98.76904216618351
6;Synth100:GS04;1082;GS91;92;85.69463548830811;75.21126760563381;80.11144449207029;95.87239836607664
7;Synth100:GS04;1082;Test;2110;94.17120315581855;98.2322442597317;96.15886570530895;99.1245195302411
7;Synth100:GS04;1082;GS91;92;77.2966410360178;87.65488756310233;82.1505376344086;96.04486422668242
8;Synth100:GS04;1082;Test;2110;98.34267780951373;96.97991828218726;97.65654408095735;99.32285510633115
8;Synth100:GS04;1082;GS91;92;86.83206106870229;78.34696513129575;82.37157727992759;95.4810274076701
9;Synth100:GS04;1082;Test;2110;97.28475352893356;97.09817806299328;97.19137625516834;99.34433439760214
9;Synth100:GS04;1082;GS91;92;85.39845758354755;80.16409266409266;82.69853124222057;94.75289035700673
10;Synth100:GS04;1082;Test;2110;97.32988941803212;96.21160137237692;96.76751464569458;99.13952190893094
10;Synth100:GS04;1082;GS91;92;86.97749196141478;81.93865959863687;84.38292064729967;96.2972377563125
1;Synth100:GS06;1104;Test;2110;97.57677006010712;96.78334102051623;97.17843604740914;99.17582928689698
1;Synth100:GS06;1104;GS91;92;87.5049115913556;83.22122571001495;85.30932771499712;97.04671743157029
2;Synth100:GS06;1104;Test;2110;96.94645006016847;95.9140816191547;96.42750274295973;99.01251668259495
2;Synth100:GS06;1104;GS91;92;83.64226135310473;80.86917562724014;82.23234624145786;94.74521388399705
3;Synth100:GS06;1104;Test;2110;97.2590038064873;95.52942304312397;96.38645505033814;99.05748117926254
3;Synth100:GS06;1104;GS91;92;86.33023027927487;78.10283687943263;82.0107051431231;95.03512036981449
4;Synth100:GS06;1104;Test;2110;97.83986383718404;96.94115536419089;97.38843630596207;99.27046485802747
4;Synth100:GS06;1104;GS91;92;89.83833718244803;82.76595744680851;86.15725359911407;96.43123786770195
5;Synth100:GS06;1104;Test;2110;96.92086473621579;97.19556461637909;97.05802030834926;99.19307775676494
5;Synth100:GS06;1104;GS91;92;85.60444254592055;86.30490956072352;85.95324898134248;96.37688544639217
6;Synth100:GS06;1104;Test;2110;96.4651808742808;95.58336882802006;96.02225038263418;98.96594503932809
6;Synth100:GS06;1104;GS91;92;82.79479647503148;79.39637826961771;81.05998356614627;96.04746158334954
7;Synth100:GS06;1104;Test;2110;98.91728459706434;96.39042054151922;97.63750646059454;99.43198219413257
7;Synth100:GS06;1104;GS91;92;90.98958333333333;80.17439192290041;85.240302512808;96.63518299881936
8;Synth100:GS06;1104;Test;2110;97.66615577539362;97.49804398852473;97.58202747735598;99.32511075221278
8;Synth100:GS06;1104;GS91;92;83.7020316027088;79.81058975462764;81.71000440722786;95.14159785196819
9;Synth100:GS06;1104;Test;2110;98.1148115557279;97.04949472597181;97.57924559087469;99.42855281162443
9;Synth100:GS06;1104;GS91;92;85.0;82.04633204633205;83.49705304518665;94.96887307838902
10;Synth100:GS06;1104;Test;2110;97.5813057094676;96.95842974547195;97.26887056751782;99.28777929936679
10;Synth100:GS06;1104;GS91;92;88.2701421800948;84.62703521393412;86.41020684322443;96.55990510083036
1;Synth100:GS08;1126;Test;2110;98.18928180062967;96.43143886981329;97.30242178746876;99.2269911257465
1;Synth100:GS08;1126;GS91;92;90.6043046357616;81.80119581464874;85.97800471327572;97.13932908005762
2;Synth100:GS08;1126;Test;2110;97.66326839608358;95.99345194788015;96.82116112676997;99.15566071496235
2;Synth100:GS08;1126;GS91;92;85.2304797742239;81.18279569892472;83.15741165672328;95.2280861216838
3;Synth100:GS08;1126;Test;2110;97.93102337863078;97.1815233195392;97.55483379445847;99.34324160246597
3;Synth100:GS08;1126;GS91;92;86.89227836034318;80.80673758865248;83.73909049150207;95.37731884493006
4;Synth100:GS08;1126;Test;2110;99.09588346137122;98.1216361679225;98.60635344174811;99.5707607413999
4;Synth100:GS08;1126;GS91;92;92.31799910674408;87.95744680851064;90.08498583569406;97.3470708277338
5;Synth100:GS08;1126;Test;2110;98.25897533964115;97.93976762302555;98.0991118120694;99.47433776650593
5;Synth100:GS08;1126;GS91;92;88.87457044673539;89.10422049956934;88.98924731182795;97.0902975947819
6;Synth100:GS08;1126;Test;2110;96.24745137383087;97.43946790734248;96.83979159882774;99.1070097842675
6;Synth100:GS08;1126;GS91;92;83.13253012048193;86.0764587525151;84.57888493475683;96.54152888543085
7;Synth100:GS08;1126;Test;2110;98.53205106498257;95.78635503250761;97.13980486909205;99.27435772777685
7;Synth100:GS08;1126;GS91;92;89.08252178370066;79.76135842129418;84.16464891041161;96.60793751702843
8;Synth100:GS08;1126;Test;2110;97.40150733558326;96.84604016343562;97.12297954700004;99.19879458284086
8;Synth100:GS08;1126;GS91;92;83.31053351573188;78.64829961256994;80.9123117803366;95.05040782207811
9;Synth100:GS08;1126;Test;2110;97.82505700156939;97.47436748543188;97.64939738559194;99.44842640255425
9;Synth100:GS08;1126;GS91;92;86.09304652326163;83.05984555984556;84.54925079832965;95.43895311904458
10;Synth100:GS08;1126;Test;2110;98.01770654948464;96.81800047873614;97.41415990302097;99.31450464474798
10;Synth100:GS08;1126;GS91;92;88.58979509843311;83.49110185535781;85.96491228070174;96.49635654973733
1;Synth100:GS10;1148;Test;2110;97.89821087371895;96.27769521173917;97.08119094988331;99.17443396401927
1;Synth100:GS10;1148;GS91;92;88.88888888888889;81.91330343796712;85.25865422014782;97.06729779790079
2;Synth100:GS10;1148;Test;2110;96.431802191175;95.18486672398969;95.80427727386203;98.85274268176134
2;Synth100:GS10;1148;GS91;92;80.19038984587489;79.25627240143369;79.72059486255071;94.37027779355792
3;Synth100:GS10;1148;Test;2110;97.12779465419419;96.55359739242974;96.83984487676676;99.18135157730352
3;Synth100:GS10;1148;GS91;92;86.01997146932952;80.18617021276596;83.0006882312457;95.08314822597106
4;Synth100:GS10;1148;Test;2110;97.91844674314179;96.6307857911733;97.27035495318157;99.20795428638667
4;Synth100:GS10;1148;GS91;92;88.0;82.38297872340425;85.0989010989011;96.07286844855906
5;Synth100:GS10;1148;Test;2110;97.06772988795801;95.63423002337029;96.34564809016906;99.0129572669074
5;Synth100:GS10;1148;GS91;92;85.71428571428571;81.91214470284238;83.77009469279895;95.96922136159804
6;Synth100:GS10;1148;Test;2110;97.27184577711309;96.96110874479866;97.11622869988268;99.22099513620515
6;Synth100:GS10;1148;GS91;92;83.73816385343763;81.85110663983903;82.78388278388279;96.35479478700641
7;Synth100:GS10;1148;Test;2110;99.11964520040529;98.2190766192083;98.66730600704375;99.66557025873202
7;Synth100:GS10;1148;GS91;92;87.76371308016878;85.91096833409821;86.8274582560297;97.08927436200163
8;Synth100:GS10;1148;Test;2110;97.76862401402279;96.97817960532035;97.37179766944529;99.26488500717295
8;Synth100:GS10;1148;GS91;92;84.25710293432697;77.87343951786482;80.93959731543623;95.1061350625665
9;Synth100:GS10;1148;Test;2110;97.71002490384757;97.81957660249317;97.76477006325288;99.50364892161335
9;Synth100:GS10;1148;GS91;92;84.61918892185955;82.57722007722008;83.58573522227651;95.1022741710075
10;Synth100:GS10;1148;Test;2110;97.40757833760364;97.67493816324902;97.5410750426288;99.36229814561217
10;Synth100:GS10;1148;GS91;92;85.9827132656896;86.63385081408558;86.30705394190872;96.5133028300288
1;Synth100:GS12;1170;Test;2110;97.41032401304378;95.93433437537368;96.66669535506192;99.04583170545665
1;Synth100:GS12;1170;GS91;92;87.6782884310618;82.69805680119582;85.11538461538461;96.95753584413802
2;Synth100:GS12;1170;Test;2110;97.02393789087772;96.71109200343938;96.86726235332114;99.1356626516169
2;Synth100:GS12;1170;GS91;92;81.13462404322377;80.73476702508961;80.93420166180103;94.54638413906721
3;Synth100:GS12;1170;Test;2110;98.81541725601132;98.22966430728425;98.5216701521598;99.59425290410672
3;Synth100:GS12;1170;GS91;92;90.625;86.12588652482269;88.31818181818181;96.51798042864861
4;Synth100:GS12;1170;Test;2110;98.53372968832637;96.93039110154288;97.72548452153782;99.36288244825718
4;Synth100:GS12;1170;GS91;92;89.98161764705883;83.31914893617022;86.52231551038444;96.62535463640435
5;Synth100:GS12;1170;Test;2110;98.95177140553344;97.63313609467455;98.28803123592131;99.50636893766207
5;Synth100:GS12;1170;GS91;92;91.64795689268074;87.89836347975883;89.73400747417016;97.37056665307786
6;Synth100:GS12;1170;Test;2110;97.45780851238989;96.96766161003899;97.21211723067573;99.24366625592755
6;Synth100:GS12;1170;GS91;92;85.06677458518818;84.58752515090544;84.82647296206618;96.72826298385529
7;Synth100:GS12;1170;Test;2110;97.63653203665112;97.1656653773352;97.40052962868245;99.37443976846295
7;Synth100:GS12;1170;GS91;92;83.85416666666666;81.2758145938504;82.54486133768351;96.28553264916901
8;Synth100:GS12;1170;Test;2110;97.21968141104188;97.94314526645222;97.58007240728229;99.32759196268259
8;Synth100:GS12;1170;GS91;92;79.89061842658813;81.74773999139045;80.80851063829788;94.77177161963625
9;Synth100:GS12;1170;Test;2110;97.5777932320258;97.28701040053109;97.43218485905088;99.41144849156187
9;Synth100:GS12;1170;GS91;92;81.33140376266282;81.37065637065636;81.35102533172497;94.70207089315208
10;Synth100:GS12;1170;Test;2110;97.35490130584849;97.67493816324902;97.51465715014021;99.38297615006769
10;Synth100:GS12;1170;GS91;92;87.14121699196326;86.21734191594092;86.67681766273316;96.76326046432808
