Exp. No.;Combination;Train DS Length;Test DataSet;Test DS Length;Precision;Recall;F1Score;Accuracy
4;Synth100:GS02;1060;GS91;92;87.33092876465284;82.42553191489361;84.80735551663749;96.10273256682098
5;Synth100:GS02;1060;Test;2110;97.8540700410029;96.51600285084449;97.18043073739372;99.21677204775716
5;Synth100:GS02;1060;GS91;92;88.57925993604385;83.5055986218777;85.9676346708047;96.31573583367306
6;Synth100:GS02;1060;Test;2110;96.60978347513462;97.28875200681499;96.94807897937362;99.15298177703792
6;Synth100:GS02;1060;GS91;92;82.9518547750592;84.58752515090544;83.7617055190277;96.34701419957207
7;Synth100:GS02;1060;Test;2110;97.37757786641772;94.42844210353057;95.88033759505306;98.98531623645948
7;Synth100:GS02;1060;GS91;92;88.1025641025641;78.84350619550253;83.21627512714943;96.31731904459177
8;Synth100:GS02;1060;Test;2110;98.15689154688211;97.59540989307138;97.87534546342229;99.38871996607509
8;Synth100:GS02;1060;GS91;92;84.74499089253187;80.11192423590185;82.36335472449657;95.26825067125995
9;Synth100:GS02;1060;Test;2110;97.68475452196382;97.59828870694106;97.64150247214228;99.4573858083013
9;Synth100:GS02;1060;GS91;92;84.24926398429832;82.86679536679536;83.55231143552312;95.19756066573498
10;Synth100:GS02;1060;Test;2110;98.2847782096168;97.65898029202904;97.97087992571899;99.50294759101249
10;Synth100:GS02;1060;GS91;92;88.76964354158682;87.69405528209012;88.22857142857143;97.17420776139637
1;Synth100:GS04;1082;Test;2110;96.04349087681567;96.1222432907976;96.08285094684356;98.86862569998698
1;Synth100:GS04;1082;GS91;92;86.14668218859138;82.95964125560538;84.52312964020558;96.78603279138369
2;Synth100:GS04;1082;Test;2110;95.63761157583858;95.84793967855016;95.74266011479538;98.86305747232899
2;Synth100:GS04;1082;GS91;92;79.9731783638802;80.15232974910394;80.06265383754754;94.34187354428222
3;Synth100:GS04;1082;Test;2110;98.13075060532688;97.13199226676467;97.62881713868168;99.37288055909292
3;Synth100:GS04;1082;GS91;92;88.21825205214871;80.9840425531915;84.4464987289115;95.37731884493006
4;Synth100:GS04;1082;Test;2110;97.75431966423808;96.52493720846789;97.13573872304318;99.23173281755983
4;Synth100:GS04;1082;GS91;92;89.24731182795699;84.76595744680851;86.94893059799215;96.71992434423373
5;Synth100:GS04;1082;Test;2110;96.64967346394775;96.15467488770656;96.40153875553563;98.99189567491433
5;Synth100:GS04;1082;GS91;92;85.61372635283766;83.80706287683032;84.7007616974973;96.03546677537709
6;Synth100:GS04;1082;Test;2110;98.39693007957207;97.03482847875233;97.71113255635562;99.35555243011312
6;Synth100:GS04;1082;GS91;92;89.05388205345778;84.46680080482898;86.69971086327965;97.11340206185567
7;Synth100:GS04;1082;Test;2110;98.06423377322919;95.89005020162949;96.96495593485514;99.26733109493931
7;Synth100:GS04;1082;GS91;92;86.98224852071006;80.95456631482332;83.86023294509151;96.45354645354645
8;Synth100:GS04;1082;Test;2110;98.11277370971736;96.44614448404764;97.27232076315399;99.2249600750679
8;Synth100:GS04;1082;GS91;92;85.89132507149667;77.57210503659061;81.52001809545352;95.03520948376311
9;Synth100:GS04;1082;Test;2110;96.26787169419957;95.85601534262742;96.0615020697812;99.07701830976738
9;Synth100:GS04;1082;GS91;92;81.25;81.56370656370656;81.40655105973025;94.43526870791513
10;Synth100:GS04;1082;Test;2110;97.61416110826065;97.1515199872337;97.38229107515616;99.32347811837963
10;Synth100:GS04;1082;GS91;92;87.9905808477237;84.89208633093526;86.41356716130277;96.63192679206915
1;Synth100:GS06;1104;Test;2110;97.7848701802812;96.8260475922035;97.3030968893772;99.2235028185522
1;Synth100:GS06;1104;GS91;92;89.13472935598577;84.30493273542601;86.65258306126368;97.26967140015093
2;Synth100:GS06;1104;Test;2110;97.14886153031507;97.07817977379456;97.11350779104775;99.22681171928613
2;Synth100:GS06;1104;GS91;92;83.1917746982566;83.37813620071685;83.28485119713584;95.19400102255298
3;Synth100:GS06;1104;Test;2110;97.67736351104415;97.36366977167783;97.52026437710546;99.34835176740164
3;Synth100:GS06;1104;GS91;92;87.32327992459943;82.13652482269504;84.65052535404294;95.65347901783035
4;Synth100:GS06;1104;Test;2110;96.81477710711948;95.53641908862576;96.17135014086543;98.94957725693806
4;Synth100:GS06;1104;GS91;92;85.65610859728507;80.5531914893617;83.02631578947367;95.65477079289234
5;Synth100:GS06;1104;Test;2110;96.5668018886746;96.27069762816369;96.41852242262264;99.03006981040178
5;Synth100:GS06;1104;GS91;92;83.74727668845316;82.77347114556417;83.25752653238034;95.79086832450061
6;Synth100:GS06;1104;Test;2110;97.15036976170911;96.84479538678286;96.99734190923111;99.17985125226448
6;Synth100:GS06;1104;GS91;92;84.26644871270945;82.97786720321932;83.61719383617195;96.45983271737016
7;Synth100:GS06;1104;Test;2110;96.67979925127919;97.34178256933586;97.00966159801845;99.29733671624558
7;Synth100:GS06;1104;GS91;92;82.65071329958582;82.42312987608994;82.53676470588235;96.18109163563709
8;Synth100:GS06;1104;Test;2110;97.64531967689139;96.4704859601843;97.05434763595655;99.1902231284906
8;Synth100:GS06;1104;GS91;92;84.92462311557789;80.02582866982351;82.40248226950355;95.2581184457166
9;Synth100:GS06;1104;Test;2110;96.46782595935139;96.98015785203215;96.72331347016848;99.21662214113508
9;Synth100:GS06;1104;GS91;92;81.58273381294964;82.0945945945946;81.83786384411835;94.46703087282428
10;Synth100:GS06;1104;Test;2110;95.7724341316395;94.31899784568738;95.04015951245789;98.71640311964761
10;Synth100:GS06;1104;GS91;92;84.38125750901081;79.78038621734191;82.01634877384197;95.63209625487205
1;Synth100:GS08;1126;Test;2110;97.70126773369016;97.29069509216079;97.49554916461244;99.27838551840897
1;Synth100:GS08;1126;GS91;92;87.70992366412213;85.87443946188341;86.78247734138974;97.40687384235439
2;Synth100:GS08;1126;Test;2110;97.76258442292976;97.17739268470137;97.46911020814329;99.33080164868244
2;Synth100:GS08;1126;GS91;92;84.11085450346421;81.58602150537635;82.82920172845122;95.04629892631937
3;Synth100:GS08;1126;Test;2110;97.68556626156007;96.70538610254525;97.1930049941387;99.28089759025063
3;Synth100:GS08;1126;GS91;92;86.55502392344498;80.18617021276596;83.24896456511735;95.1792039382842
4;Synth100:GS08;1126;Test;2110;96.02101302665673;97.06494438464298;96.54015666541763;99.01184268908221
4;Synth100:GS08;1126;GS91;92;83.41836734693877;83.48936170212767;83.45384942577627;95.82400079637648
5;Synth100:GS08;1126;Test;2110;96.12136586668447;95.4601959126846;95.78964000299374;98.91137896385743
5;Synth100:GS08;1126;GS91;92;83.73732921992068;81.8260120585702;82.77063820518406;95.63799429270281
6;Synth100:GS08;1126;Test;2110;98.14300504511019;97.83591625438223;97.98922005365361;99.40908146279102
6;Synth100:GS08;1126;GS91;92;87.85425101214574;87.32394366197182;87.58829465186679;97.21454969850224
7;Synth100:GS08;1126;Test;2110;98.98231120290482;97.81417167311332;98.39477453163676;99.60252047218972
7;Synth100:GS08;1126;GS91;92;89.74236641221374;86.32400183570445;88.0;97.2436654254836
8;Synth100:GS08;1126;Test;2110;97.48428780170062;96.27749282795793;96.87713221015063;99.11150108722131
8;Synth100:GS08;1126;GS91;92;84.51612903225806;78.94963409384417;81.63810371689296;95.13653173919651
9;Synth100:GS08;1126;Test;2110;97.87523674242425;97.58501143320794;97.72990862014198;99.50153124389132
9;Synth100:GS08;1126;GS91;92;83.83292383292384;82.33590733590734;83.07767226686146;94.87993901664338
10;Synth100:GS08;1126;Test;2110;98.3614713056875;97.80738849437485;98.08364739111995;99.51835855659726
10;Synth100:GS08;1126;GS91;92;90.46129788897576;87.61832639151837;89.01711867666859;97.19115404168785
1;Synth100:GS10;1148;Test;2110;96.48589432206126;97.04299697637472;96.76364379641616;99.0909471451694
1;Synth100:GS10;1148;GS91;92;84.83931947069944;83.85650224215246;84.3450479233227;96.86492419565069
2;Synth100:GS10;1148;Test;2110;98.06945301168665;97.26999140154771;97.66808623681086;99.38216509559075
2;Synth100:GS10;1148;GS91;92;83.18945933666515;82.03405017921148;82.60771486577937;95.11446912458103
3;Synth100:GS10;1148;Test;2110;98.00273019793934;96.35387540543563;97.17130864237316;99.26740675482041
3;Synth100:GS10;1148;GS91;92;88.54519091348477;81.20567375886525;84.71676300578035;95.61145464369334
4;Synth100:GS10;1148;Test;2110;96.88563863321144;96.49802655184786;96.69144413385226;99.05817405394541
4;Synth100:GS10;1148;GS91;92;87.33485193621868;81.57446808510637;84.35643564356437;96.08282315464636
5;Synth100:GS10;1148;Test;2110;96.99876547329085;96.37014569141266;96.6834337975473;99.14612795794702
5;Synth100:GS10;1148;GS91;92;87.07964601769912;84.75452196382429;85.90135312090791;96.38707704851203
6;Synth100:GS10;1148;Test;2110;96.30977046184968;96.71209986566626;96.5105158616631;99.08202956901782
6;Synth100:GS10;1148;GS91;92;81.4135103475205;83.90342052313883;82.6397146254459;96.19529274460221
7;Synth100:GS10;1148;Test;2110;98.67004433185559;89.7539297177187;94.00103430443028;98.49554093678309
7;Synth100:GS10;1148;GS91;92;91.53225806451613;72.9233593391464;81.1749680715198;95.8223594587231
8;Synth100:GS10;1148;Test;2110;97.67569287330316;96.08102234199774;96.87179532127863;99.08714011169958
8;Synth100:GS10;1148;GS91;92;82.60456273764258;74.8170469220835;78.51818387169641;94.41207761284767
9;Synth100:GS10;1148;Test;2110;97.93474695058305;96.8901674411743;97.40965687037902;99.42252557503095
9;Synth100:GS10;1148;GS91;92;83.85311871227364;80.45366795366795;82.11822660098521;94.84817685173421
10;Synth100:GS10;1148;Test;2110;95.67429622115141;96.32011489667278;95.99611937687372;98.95673615256466
10;Synth100:GS10;1148;GS91;92;83.42900880214313;82.54449072321091;82.98439284354778;95.93289273004577
1;Synth100:GS12;1170;Test;2110;97.0138194851294;96.17690770255727;96.59355082223156;99.05652918085245
1;Synth100:GS12;1170;GS91;92;85.97800471327572;81.80119581464874;83.83761011106856;96.8100432187693
2;Synth100:GS12;1170;Test;2110;97.80447733948456;97.45353528672531;97.62869093469169;99.34658959342885
2;Synth100:GS12;1170;GS91;92;81.93406593406594;83.51254480286738;82.71577546039494;94.93268192921661
3;Synth100:GS12;1170;Test;2110;98.2552431231792;97.53622956844073;97.89441611340966;99.43031881297001
3;Synth100:GS12;1170;GS91;92;89.26713947990544;83.68794326241135;86.38755433539235;96.01969142102419
4;Synth100:GS12;1170;Test;2110;97.91228324747878;96.84427700035882;97.37535175698102;99.26335581262518
4;Synth100:GS12;1170;GS91;92;88.16326530612245;82.72340425531914;85.35675082327114;96.24707580508685
5;Synth100:GS12;1170;Test;2110;97.95113345095037;97.54363283775048;97.74695843541087;99.39382105544902
5;Synth100:GS12;1170;GS91;92;89.21348314606742;85.48664944013781;87.31031449307235;96.7845495311863
6;Synth100:GS12;1170;Test;2110;99.27820649281533;97.79168441401002;98.52933894528348;99.5774355185074
6;Synth100:GS12;1170;GS91;92;91.73344580345845;87.5251509054326;89.57990115321252;97.77086170005835
7;Synth100:GS12;1170;Test;2110;96.20978332239002;96.47107233972513;96.34025066776249;99.14673888272739
7;Synth100:GS12;1170;GS91;92;81.41592920353983;80.22028453419;80.81368469717984;95.81327763145944
8;Synth100:GS12;1170;Test;2110;98.07174177188442;96.83039207163348;97.44711378628546;99.30120090586738
8;Synth100:GS12;1170;GS91;92;85.1956624233852;77.78734395178648;81.32313231323131;95.03014337099144
9;Synth100:GS12;1170;Test;2110;98.2092701847201;97.49354576971307;97.85009920341142;99.48703329640972
9;Synth100:GS12;1170;GS91;92;84.83483483483484;81.8050193050193;83.29238329238329;95.20391309871681
10;Synth100:GS12;1170;Test;2110;96.99971334840909;97.19939360089363;97.09945081660145;99.24583806391453
10;Synth100:GS12;1170;GS91;92;85.99921783339852;83.26391518364255;84.60946517891497;96.29300118623962
